Status,Family size,AMI,Gender,Monthly Rent,Back Rent Claimed,zip,0,1,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,500.00 ","$9,000.00 ",90002,0,1500,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,Female,"$1,500.00 ","$9,000.00 ",90061,0,1500,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$1,500.00 ","$9,000.00 ",91605,0,1500,,,,,,1
Tenant Application Received,1,30,Male,"$1,500.00 ","$9,000.00 ",91402,0,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,500.00 ","$9,000.00 ",90293,0,1500,,,,,,1
Application on Hold,2,30,Gender Non-Confirming,"$1,500.00 ","$9,000.00 ",90026,0,1500,,,,,,1
Tenant Approved: Landlord Pending Final Submission of Documents,2,30,Female,"$1,500.00 ","$9,000.00 ",90043,0,1500,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,3,30,Female,"$1,500.00 ","$9,000.00 ",90044,0,1500,,,,,,1
Tenant Eligibility Under Review,2,30,Female,"$1,500.00 ","$9,000.00 ",90062,0,1500,,,,,,1
Tenant Application Received,1,30,Male,"$1,500.00 ","$9,000.00 ",,0,1500,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Male,"$1,500.00 ","$9,000.00 ",90019,0,1500,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$1,500.00 ","$9,000.00 ",90011,0,1500,,,,,,1
Tenant Approved: Tenant & Landlord Under Review,1,30,Female,"$1,500.00 ","$9,000.00 ",90002,0,1500,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,2,30,Female,"$1,500.00 ","$9,000.00 ",90007,0,1500,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,1,30,Male,"$1,500.00 ","$9,000.00 ",90026,0,1500,,,,,,1
Tenant Approved: Pending Payment to the Landlord,1,30,Male,"$1,500.00 ","$8,600.00 ",91344,8600,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,500.00 ","$8,525.00 ",90043,8525,1500,,,,,,1
Application on Hold,1,30,Female,"$1,500.00 ","$8,500.00 ",90044,8500,1500,,,,,,1
Application on Hold,2,30,Female,"$1,500.00 ","$8,500.00 ",90044,8500,1500,,,,,,1
Tenant Application Received,1,30,Female,"$1,500.00 ","$8,500.00 ",90005,8500,1500,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,1,30,Male,"$1,500.00 ","$8,500.00 ",90068,8500,1500,,,,,,1
Application on Hold,1,30,Female,"$1,500.00 ","$8,500.00 ",90008,8500,1500,,,,,,1
Application on Hold,1,30,Trans Female,"$1,500.00 ","$8,500.00 ",90006,8500,1500,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,Female,"$1,500.00 ","$8,400.00 ",90731,8400,1500,,,,,,1
Closed Ineligible,1,30,Male,"$1,500.00 ","$8,216.00 ",90037,8216,1500,,,,,,1
Closed Ineligible,3,30,Female,"$1,500.00 ","$8,100.00 ",93534,8100,1500,,,,,,1
Tenant Application Received,1,30,Male,"$1,500.00 ","$8,000.00 ",90004,8000,1500,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,1,30,Female,"$1,500.00 ","$7,900.00 ",91335,7900,1500,,,,,,1
Tenant Application Received,1,30,Female,"$1,500.00 ","$7,872.00 ",90731,7872,1500,,,,,,1
Tenant Application Received,4,30,Male,"$1,500.00 ","$7,750.00 ",91601,7750,1500,,,,,,1
Tenant Application Received,5,30,Female,"$1,500.00 ","$7,750.00 ",90042,7750,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,500.00 ","$7,675.00 ",90003,7675,1500,,,,,,1
Application on Hold,5,30,Female,"$1,500.00 ","$7,545.12 ",91411,7545.12,1500,,,,,,1
Application on Hold,1,30,Female,"$1,500.00 ","$7,509.00 ",90047,7509,1500,,,,,,1
Tenant Eligibility Under Review,1,30,Female,"$1,500.00 ","$7,500.00 ",90272,7500,1500,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$1,500.00 ","$7,500.00 ",90019,7500,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$1,500.00 ","$7,500.00 ",90047,7500,1500,,,,,,1
Application on Hold,4,30,Male,"$1,500.00 ","$7,500.00 ",91411,7500,1500,,,,,,1
Application on Hold,1,30,Male,"$1,500.00 ","$7,500.00 ",90027,7500,1500,,,,,,1
Tenant Approved: Closed Landlord Paid,1,30,Female,"$1,500.00 ","$7,500.00 ",90013,7500,1500,,,,,,1
Closed Ineligible,2, ,Female,"$1,500.00 ","$7,500.00 ",90034,7500,1500,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Male,"$1,500.00 ","$7,500.00 ",90028,7500,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,500.00 ","$7,500.00 ",90026,7500,1500,,,,,,1
Tenant Application Received,1,30,Female,"$1,500.00 ","$7,500.00 ",90037,7500,1500,,,,,,1
Application on Hold,2,30,Male,"$1,500.00 ","$7,500.00 ",91326,7500,1500,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$1,500.00 ","$7,500.00 ",90062,7500,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,500.00 ","$7,500.00 ",91342,7500,1500,,,,,,1
Closed Ineligible,6,30,Male,"$1,500.00 ","$7,500.00 ",91733,7500,1500,,,,,,1
Tenant Approved: Landlord Pending Final Submission of Documents,1,30,Male,"$1,500.00 ","$7,500.00 ",90005,7500,1500,,,,,,1
Application on Hold,6,30,Female,"$1,500.00 ","$7,500.00 ",90033,7500,1500,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Female,"$1,500.00 ","$7,500.00 ",90043,7500,1500,,,,,,1
Manager Approval Required,2,30,Female,"$1,500.00 ","$7,500.00 ",90020,7500,1500,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$1,500.00 ","$7,500.00 ",90044,7500,1500,,,,,,1
Tenant Pending Initial Submission of Documents,1,30,Male,"$1,500.00 ","$7,500.00 ",90018,7500,1500,,,,,,1
Tenant Pending Initial Submission of Documents,1,30,Male,"$1,500.00 ","$7,500.00 ",90018,7500,1500,,,,,,1
Tenant Application Received,1,30,Male,"$1,500.00 ","$7,500.00 ",90018,7500,1500,,,,,,1
Tenant Pending Initial Submission of Documents,4,30,Female,"$1,500.00 ","$7,500.00 ",91342,7500,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$1,500.00 ","$7,500.00 ",90018,7500,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$1,500.00 ","$7,450.00 ",90008,7450,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,500.00 ","$7,325.00 ",90003,7325,1500,,,,,,1
Application on Hold,2,30,Female,"$1,500.00 ","$7,319.16 ",90033,7319.16,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Gender Non-Confirming,"$1,500.00 ","$7,200.00 ",91342,7200,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,500.00 ","$7,200.00 ",91042,7200,1500,,,,,,1
Application on Hold,1,30,Male,"$1,500.00 ","$7,200.00 ",91042,7200,1500,,,,,,1
Tenant Approved: Closed Landlord Paid,2,30,Female,"$1,500.00 ","$7,198.00 ",91402,7198,1500,,,,,,1
Tenant Approved: Closed Landlord Paid,3,30,Male,"$1,500.00 ","$7,020.00 ",91605,7020,1500,,,,,,1
Closed Ineligible,1,30,Male,"$1,500.00 ","$7,000.00 ",93534,7000,1500,,,,,,1
Tenant Application Received,2,30,Female,"$1,500.00 ","$7,000.00 ",90016,7000,1500,,,,,,1
Tenant Application Received,2,30,Female,"$1,500.00 ","$6,750.00 ",91316,6750,1500,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,7,30,Female,"$1,500.00 ","$6,650.00 ",90032,6650,1500,,,,,,1
Closed Ineligible,3,80,Female,"$1,500.00 ","$6,600.00 ",90247,6600,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,500.00 ","$6,550.00 ",90003,6550,1500,,,,,,1
Closed Ineligible,3,30,Female,"$1,500.00 ","$6,521.00 ",90016,6521,1500,,,,,,1
Closed Ineligible,2, ,Female,"$1,500.00 ","$6,500.00 ",90001,6500,1500,,,,,,1
Closed Ineligible,2,30,Male,"$1,500.00 ","$6,466.00 ",93535,6466,1500,,,,,,1
Tenant Application Received,3,30,Male,"$1,500.00 ","$6,335.00 ",90004,6335,1500,,,,,,1
Tenant Application Received,3,30,Female,"$1,500.00 ","$6,227.00 ",90018,6227,1500,,,,,,1
Tenant Pending Final Submission of Documents,4,30,Female,"$1,500.00 ","$6,200.00 ",91405,6200,1500,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,1,30,Male,"$1,500.00 ","$6,015.00 ",90020-4437,6015,1500,,,,,,1
Tenant Pending Final Submission of Documents,4,30,Female,"$1,500.00 ","$6,000.00 ",90065,6000,1500,,,,,,1
Tenant Approved: Pending Payment to the Landlord,2,30,Female,"$1,500.00 ","$6,000.00 ",90062,6000,1500,,,,,,1
Tenant Pending Final Submission of Documents,5,30,Male,"$1,500.00 ","$6,000.00 ",90002,6000,1500,,,,,,1
Closed Ineligible,1,30,Female,"$1,500.00 ","$6,000.00 ",90293,6000,1500,,,,,,1
Tenant Pending Final Submission of Documents,4,30,Female,"$1,500.00 ","$6,000.00 ",90065,6000,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$1,500.00 ","$6,000.00 ",90011,6000,1500,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Male,"$1,500.00 ","$6,000.00 ",90042,6000,1500,,,,,,1
Tenant Approved: Tenant & Landlord Under Review,6,30,Male,"$1,500.00 ","$6,000.00 ",90061,6000,1500,,,,,,1
Application on Hold,2,30,Male,"$1,500.00 ","$6,000.00 ",90019,6000,1500,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$1,500.00 ","$6,000.00 ",90016,6000,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,500.00 ","$6,000.00 ",90011,6000,1500,,,,,,1
Application on Hold,2,30,Trans Female,"$1,500.00 ","$6,000.00 ",90046,6000,1500,,,,,,1
Closed Ineligible,1,30,Female,"$1,500.00 ","$6,000.00 ",90272,6000,1500,,,,,,1
Tenant Approved: Closed Landlord Paid,4,30,Female,"$1,500.00 ","$6,000.00 ",90011,6000,1500,,,,,,1
Application on Hold,2,30,Male,"$1,500.00 ","$6,000.00 ",91406,6000,1500,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,5,30,Male,"$1,500.00 ","$6,000.00 ",90011,6000,1500,,,,,,1
Tenant Approved: Pending Payment to the Landlord,1,30,Female,"$1,500.00 ","$6,000.00 ",90036,6000,1500,,,,,,1
Tenant Approved: Tenant & Landlord Under Review,3,30,Female,"$1,500.00 ","$6,000.00 ",91342,6000,1500,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$1,500.00 ","$6,000.00 ",90018,6000,1500,,,,,,1
Closed Ineligible,1,30,Female,"$1,500.00 ","$6,000.00 ",91723,6000,1500,,,,,,1
Tenant Pending Final Submission of Documents,4,30,Female,"$1,500.00 ","$6,000.00 ",90019,6000,1500,,,,,,1
Tenant Pending Final Submission of Documents,4,30,Female,"$1,500.00 ","$6,000.00 ",90744,6000,1500,,,,,,1
Tenant Approved: Closed Landlord Paid,3,30,Female,"$1,500.00 ","$6,000.00 ",91601,6000,1500,,,,,,1
Tenant Pending Final Submission of Documents,5,30,Female,"$1,500.00 ","$6,000.00 ",91352,6000,1500,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$1,500.00 ","$6,000.00 ",90065,6000,1500,,,,,,1
Application on Hold,1,30,Male,"$1,500.00 ","$6,000.00 ",91042,6000,1500,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$1,500.00 ","$6,000.00 ",91335,6000,1500,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Male,"$1,500.00 ","$6,000.00 ",90059,6000,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$1,500.00 ","$6,000.00 ",90062,6000,1500,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,4,30,Female,"$1,500.00 ","$6,000.00 ",90002,6000,1500,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Male,"$1,500.00 ","$6,000.00 ",90018,6000,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,500.00 ","$6,000.00 ",90002,6000,1500,,,,,,1
Tenant Pending Final Submission of Documents,5,30,Trans Male,"$1,500.00 ","$6,000.00 ",91352,6000,1500,,,,,,1
Application on Hold,4,30,Female,"$1,500.00 ","$6,000.00 ",90043,6000,1500,,,,,,1
Application on Hold,3,30,Female,"$1,500.00 ","$6,000.00 ",90037,6000,1500,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,3,30,Female,"$1,500.00 ","$6,000.00 ",90062,6000,1500,,,,,,1
Tenant Eligibility Under Review,4,30,Female,"$1,500.00 ","$6,000.00 ",90018,6000,1500,,,,,,1
Tenant Pending Final Submission of Documents,5,30,Female,"$1,500.00 ","$6,000.00 ",90018,6000,1500,,,,,,1
Closed Ineligible,1,50,Female,"$1,500.00 ","$6,000.00 ",90247,6000,1500,,,,,,1
Application on Hold,1,30,Male,"$1,500.00 ","$6,000.00 ",90032,6000,1500,,,,,,1
Closed Ineligible,5,30,Female,"$1,500.00 ","$5,900.00 ",90044,5900,1500,,,,,,1
Tenant Application Received,5,30,Male,"$1,500.00 ","$5,900.00 ",90006,5900,1500,,,,,,1
Application on Hold,2,30,Female,"$1,500.00 ","$5,896.31 ",91335,5896.31,1500,,,,,,1
Closed Ineligible,2,30,Female,"$1,500.00 ","$5,800.00 ",90047,5800,1500,,,,,,1
Tenant Application Received,2,30,Female,"$1,500.00 ","$5,800.00 ",90731,5800,1500,,,,,,1
Tenant Pending Final Submission of Documents,5,30,Female,"$1,500.00 ","$5,768.88 ",91405,5768.88,1500,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Male,"$1,500.00 ","$5,757.27 ",91335,5757.27,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$1,500.00 ","$5,550.00 ",90003,5550,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$1,500.00 ","$5,250.00 ",90047,5250,1500,,,,,,1
Application on Hold,4,30,Female,"$1,500.00 ","$5,250.00 ",91342,5250,1500,,,,,,1
Tenant Application Received,4,30,Female,"$1,500.00 ","$5,200.00 ",90033,5200,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,500.00 ","$5,100.00 ",91606,5100,1500,,,,,,1
Application on Hold,2,30,Male,"$1,500.00 ","$5,062.50 ",90065,5062.5,1500,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$1,500.00 ","$5,050.00 ",90018,5050,1500,,,,,,1
Tenant Pending Final Submission of Documents,4,30,Female,"$1,500.00 ","$5,000.00 ",91303,5000,1500,,,,,,1
Closed Ineligible,2,30,Female,"$1,500.00 ","$4,740.00 ",91204,4740,1500,,,,,,1
Manager Approval Required,3,30,Male,"$1,500.00 ","$4,725.00 ",90025,4725,1500,,,,,,1
Tenant Application Received,1,80,Female,"$1,500.00 ","$4,588.32 ",90037,4588.32,1500,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,1,50,Female,"$1,500.00 ","$4,500.00 ",90033,4500,1500,,,,,,1
Application on Hold,4,30,Female,"$1,500.00 ","$4,500.00 ",90059,4500,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,500.00 ","$4,500.00 ",90047,4500,1500,,,,,,1
Application on Hold,3,30,Male,"$1,500.00 ","$4,500.00 ",91423,4500,1500,,,,,,1
Tenant Pending Final Submission of Documents,7,30,Male,"$1,500.00 ","$4,500.00 ",90059,4500,1500,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Male,"$1,500.00 ","$4,500.00 ",90037,4500,1500,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Female,"$1,500.00 ","$4,500.00 ",91406,4500,1500,,,,,,1
Application on Hold,4,30,Female,"$1,500.00 ","$4,500.00 ",90044,4500,1500,,,,,,1
Tenant Pending Final Submission of Documents,5,30,Female,"$1,500.00 ","$4,500.00 ",90011,4500,1500,,,,,,1
Application on Hold,1,30,Female,"$1,500.00 ","$4,500.00 ",90037,4500,1500,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,1,30,Male,"$1,500.00 ","$4,500.00 ",90034,4500,1500,,,,,,1
Closed Ineligible,3,30,Female,"$1,500.00 ","$4,500.00 ",90063,4500,1500,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,4,30,Female,"$1,500.00 ","$4,500.00 ",90038,4500,1500,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,3,30,Female,"$1,500.00 ","$4,500.00 ",90015,4500,1500,,,,,,1
Application on Hold,4,30,Female,"$1,500.00 ","$4,500.00 ",90057,4500,1500,,,,,,1
Tenant Pending Final Submission of Documents,5,30,Male,"$1,500.00 ","$4,500.00 ",90062,4500,1500,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$1,500.00 ","$4,500.00 ",90002,4500,1500,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Male,"$1,500.00 ","$4,500.00 ",91306,4500,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,500.00 ","$4,500.00 ",91343,4500,1500,,,,,,1
Tenant Pending Final Submission of Documents,5,30,Male,"$1,500.00 ","$4,500.00 ",90011,4500,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$1,500.00 ","$4,500.00 ",90043,4500,1500,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,3,30,Female,"$1,500.00 ","$4,500.00 ",90043,4500,1500,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$1,500.00 ","$4,500.00 ",90015,4500,1500,,,,,,1
Closed Ineligible,1,30,Female,"$1,500.00 ","$4,500.00 ",90304,4500,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,500.00 ","$4,500.00 ",90062,4500,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,500.00 ","$4,500.00 ",90047,4500,1500,,,,,,1
Application on Hold,1,30,Female,"$1,500.00 ","$4,500.00 ",90004,4500,1500,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,1,30,Male,"$1,500.00 ","$4,500.00 ",90033,4500,1500,,,,,,1
Closed Ineligible,6,50,Female,"$1,500.00 ","$4,500.00 ",93551,4500,1500,,,,,,1
Tenant Pending Final Submission of Documents,4,30,Male,"$1,500.00 ","$4,500.00 ",91325,4500,1500,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Male,"$1,500.00 ","$4,500.00 ",90033,4500,1500,,,,,,1
Application on Hold,1,30,Female,"$1,500.00 ","$4,500.00 ",91606,4500,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$1,500.00 ","$4,491.39 ",90068,4491.39,1500,,,,,,1
Tenant Pending Final Submission of Documents,5,30,Male,"$1,500.00 ","$4,459.83 ",90004,4459.83,1500,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,1,30,Male,"$1,500.00 ","$4,350.00 ",90004,4350,1500,,,,,,1
Tenant Application Received,6,30,Female,"$1,500.00 ","$4,000.00 ",91402,4000,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$1,500.00 ","$4,000.00 ",90008,4000,1500,,,,,,1
Tenant Approved: Pending Payment to the Landlord,6,30,Male,"$1,500.00 ","$4,000.00 ",91406,4000,1500,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Trans Male,"$1,500.00 ","$3,900.00 ",90062,3900,1500,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,2,30,Female,"$1,500.00 ","$3,644.00 ",90710,3644,1500,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,1,50,Male,"$1,500.00 ","$3,597.51 ",90015,3597.51,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$1,500.00 ","$3,569.00 ",90004-6504,3569,1500,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Female,"$1,500.00 ","$3,086.00 ",90029,3086,1500,,,,,,1
Tenant Application Received,4,30,Male,"$1,500.00 ","$3,022.25 ",90003,3022.25,1500,,,,,,1
Closed Ineligible,4, ,Female,"$1,500.00 ","$3,000.00 ",90044,3000,1500,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$1,500.00 ","$3,000.00 ",90011,3000,1500,,,,,,1
Application on Hold,3,30,Male,"$1,500.00 ","$3,000.00 ",90031,3000,1500,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$1,500.00 ","$3,000.00 ",90044,3000,1500,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,Female,"$1,500.00 ","$3,000.00 ",90028,3000,1500,,,,,,1
Tenant Pending Final Submission of Documents,7,30,Female,"$1,500.00 ","$3,000.00 ",90057,3000,1500,,,,,,1
Closed Ineligible,2,30,Female,"$1,500.00 ","$3,000.00 ",90059,3000,1500,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$1,500.00 ","$3,000.00 ",91306,3000,1500,,,,,,1
Application on Hold,3,30,Female,"$1,500.00 ","$3,000.00 ",90029,3000,1500,,,,,,1
Application on Hold,3,30,Female,"$1,500.00 ","$3,000.00 ",90001,3000,1500,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$1,500.00 ","$3,000.00 ",90029,3000,1500,,,,,,1
Tenant Approved: Closed Landlord Paid,4,30,Female,"$1,500.00 ","$3,000.00 ",91405,3000,1500,,,,,,1
Closed Ineligible,3,30,Male,"$1,500.00 ","$3,000.00 ",91768,3000,1500,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Male,"$1,500.00 ","$3,000.00 ",90065,3000,1500,,,,,,1
Closed Ineligible,2,30,Female,"$1,500.00 ","$3,000.00 ",91103,3000,1500,,,,,,1
Application on Hold,3,30,Female,"$1,500.00 ","$3,000.00 ",91342,3000,1500,,,,,,1
Tenant Approved: Closed Landlord Paid,2,30,Male,"$1,500.00 ","$3,000.00 ",91605,3000,1500,,,,,,1
Tenant Approved: Landlord Pending Final Submission of Documents,1,30,Female,"$1,500.00 ","$3,000.00 ",91345,3000,1500,,,,,,1
Tenant Pending Final Submission of Documents,6,30,Male,"$1,500.00 ","$3,000.00 ",90057,3000,1500,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,3,30,Male,"$1,500.00 ","$3,000.00 ",90029,3000,1500,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,Male,"$1,500.00 ","$3,000.00 ",90011,3000,1500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$1,500.00 ","$3,000.00 ",90037,3000,1500,,,,,,1
Closed Ineligible,4,30,Male,"$1,500.00 ","$3,000.00 ",90001,3000,1500,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$1,500.00 ","$3,000.00 ",90062,3000,1500,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$1,500.00 ","$3,000.00 ",90044,3000,1500,,,,,,1
Application on Hold,1,30,Male,"$1,500.00 ","$2,999.05 ",91411,2999.05,1500,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,Female,"$1,500.00 ","$2,968.00 ",91304,2968,1500,,,,,,1
Closed Ineligible,1,30,Female,"$1,500.00 ","$2,934.00 ",90047,2934,1500,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Male,"$1,500.00 ","$2,922.00 ",90019,2922,1500,,,,,,1
Closed Ineligible,1,30,Female,"$1,500.00 ","$2,560.00 ",90602,2560,1500,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Female,"$1,500.00 ","$2,332.14 ",90006,2332.14,1500,,,,,,1
Application on Hold,1,30,Female,"$1,500.00 ","$2,283.00 ",90038,2283,1500,,,,,,1
Tenant Pending Final Submission of Documents,5,30,Female,"$1,500.00 ","$2,275.00 ",91401,2275,1500,,,,,,1
Tenant Pending Final Submission of Documents,6,30,Female,"$1,500.00 ","$2,250.00 ",90043,2250,1500,,,,,,1
