Status,Family size,AMI,Race,Gender,Monthly Rent,Back Rent Claimed,zip,Council District
Tenant Pending Final Submission of Documents,2,30,White,Male,"$3,200.00","$19,200.00",90031,14
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,"$2,000.00","$8,500.00",91306,3
Closed Ineligible,1,30,Black,Female,"$1,500.00","$28,500.00",90044, 
Tenant Application Received,3,30,Hispanic,Female,"$1,900.00","$17,600.00",91344,12
Closed Ineligible,1,30,Black,Female,"$1,400.00","$4,200.00",90020,1
Closed Ineligible,2,30,Black,Female,"$1,729.00","$1,729.00",90066, 
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,"$1,585.00","$4,755.00",90015,1
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,$920.00,$885.00,90248,15
Landlord Application Submitted Pending Tenant,, ,Other,,$0.00,$0.00,,
Tenant Approved: Landlord Eligibility Under Review,4,30,Asian,Male,"$2,640.00","$21,925.00",90027,4
Tenant Application Received,1,30,Black,Female,"$1,200.00","$11,250.00",91306,3
Application on Hold,2,30,Other,Female,"$1,750.00","$10,500.00",91401,4
Tenant Application Received,3,30,Hispanic,Female,"$1,866.80","$13,822.18",90038,13
Tenant Application Received,2,30,Black,Female,"$2,450.00","$27,242.99",91356,3
Tenant Pending Final Submission of Documents,1,30,Asian,Male,$800.00,"$4,800.00",90230,11
Application on Hold,2,30,Hispanic,Female,"$1,565.00","$4,683.00",90017,1
Tenant Pending Final Submission of Documents,4,30,Black,Female,"$1,293.00","$6,465.00",90044,15
Closed Ineligible,6,30,Hispanic,Female,$800.00,"$9,600.00",90011,9
Tenant Application Received,1,30,Black,Female,"$1,500.00","$11,200.00",90018,10
Tenant Approved: Landlord Pending Final Submission of Documents,5,30,Hispanic,Female,"$3,600.00","$21,600.00",91342,7
Tenant Application Received,1,30,Hispanic,Male,"$1,579.44","$19,244.60",91607-1143,2
Application on Hold,1,30,Hispanic,Male,$920.00,"$5,520.00",90031,14
Tenant Application Received,3,30,Asian,Female,"$1,248.00","$13,884.00",90004,10
Application on Hold,1,30,Other,Male,"$2,050.00","$2,050.00",90038,13
Application on Hold,1,30,White,Male,"$3,000.00","$18,000.00",91042,7
Tenant Application Received,3,30,White,Female,"$1,775.00","$20,501.00",91401,2
Tenant Application Received,4,30,Other,Female,"$1,912.28","$32,508.76",90027,4
Tenant Application Received,1,30,White,Female,"$2,000.00","$84,000.00",90732,15
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,"$1,464.00","$2,656.00",90005,5
Tenant Pending Final Submission of Documents,2,30,Black,Female,"$3,200.00","$9,600.00",90012,1
Tenant Application Received,1,30,Hispanic,Male,"$1,395.00","$20,922.90",90026,13
Application on Hold,2,30,Hispanic,Male,"$3,400.00","$10,200.00",90017,1
Tenant Application Received,2,30,Hispanic,Male,"$1,214.00","$10,926.00",90020,10
Tenant Approved: Landlord Eligibility Under Review,4,30,White,Female,"$2,400.00","$7,200.00",91606,2
Tenant Approved: Tenant & Landlord Under Review,2,30,Asian,Female,"$1,521.00","$5,628.00",90037,8
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Black,Female,"$2,800.00","$8,400.00",90028,13
Tenant Approved: Closed Landlord Paid,2,30,Hispanic,Female,"$1,155.79","$5,778.95",90023,14
Closed Ineligible,1,30,Hispanic,Male,"$1,100.00","$4,400.00",90255, 
Tenant Application Received,1,30,Black,Male,"$1,200.00","$11,623.00",90008,10
Closed Ineligible,1,30,White,Male,"$3,700.00","$14,800.00",91205, 
Tenant Application Received,2,30,Black,Female,"$1,500.00","$13,500.00",90016,10
Tenant Application Received,1,30,White,Male,"$1,950.00","$15,600.00",91344,12
Tenant Application Received,1,30,White,Female,"$1,730.00","$12,110.00",90068,4
Tenant Application Received,1,30,Black,Male,"$1,700.00","$15,300.00",90047,8
Closed Ineligible,1,30,Black,Female,"$1,500.00","$13,500.00",90001, 
Closed Ineligible,1,30,Black,Female,"$1,697.00","$1,797.00",90292, 
Application on Hold,2,30,Black,Male,"$1,850.00","$11,100.00",91342,7
Application on Hold,5,30,White,Female,"$1,950.00","$11,700.00",90029,13
Closed Ineligible,2, ,Black,Female,"$4,220.00","$19,704.45",90028,13
Tenant Application Received,2,30,Black,Male,"$2,800.00","$51,300.00",90028,13
Tenant Application Received,4,30,Other,Female,"$2,100.00","$10,817.38",90247,15
Tenant Approved: Closed Landlord Paid,1,30,Hispanic,Male,$900.00,"$4,700.00",91342,7
Tenant Application Received,1,30,White,Female,"$2,600.00","$23,400.00",91344,12
Tenant Application Received,4,30,White,Female,"$2,300.00","$23,000.00",91405,2
Closed Ineligible,2,50,Black,Female,"$1,113.25","$2,226.50",90301, 
Tenant Application Received,2,30,Other,I prefer not to answer,"$3,100.00","$46,500.00",91605,2
Closed Ineligible,4,50,Hispanic,Female,"$1,902.00","$22,547.00",91381, 
Tenant Application Received,1,30,White,Male,"$1,575.00","$9,447.58",90028,13
Tenant Pending Final Submission of Documents,3,30,Other,Female,"$1,755.00","$5,249.54",90018,10
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,"$3,100.00","$3,100.00",90033,14
Application on Hold,1,30,Other,Male,"$1,200.00","$6,000.00",91324,12
Closed Ineligible,1,30,Other,Female,"$3,750.00","$26,250.00",91316,4
Tenant Pending Final Submission of Documents,4,30,Black,Female,"$2,500.00","$15,000.00",90043,8
Tenant Pending Final Submission of Documents,1,30,Black,Female,"$2,210.00","$13,007.00",91303,3
Tenant Approved: Landlord Final Notification to Respond,3,30,Hispanic,Female,"$1,356.00","$8,136.00",90032,14
Tenant Approved: Landlord Eligibility Under Review,1,30,White,Male,"$1,030.00","$2,060.00",90027,13
Application on Hold,3,30,Hispanic,Female,"$2,475.00","$14,850.00",90744,15
Tenant Approved: Landlord Eligibility Under Review,3,30,Hispanic,Female,$835.00,"$4,175.00",90033,14
Tenant Application Received,1,30,Black,Male,"$1,692.00","$20,304.00",90019,10
Tenant Pending Final Submission of Documents,8+,30,Hispanic,Female,"$2,500.00","$2,825.00",91402,6
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,"$2,900.00","$8,700.00",90019,10
Tenant Application Received,4,30,White,Female,"$1,751.00","$30,883.56",91364,3
Application on Hold,1,30,Hispanic,I don't know,"$2,800.00","$16,800.00",90019,10
Landlord Application Submitted Pending Tenant,, ,Other,,$0.00,$0.00,,
Closed Ineligible,1,30,Black,Male,"$2,700.00","$5,335.00",90015,14
Application on Hold,2,30,White,Female,"$3,000.00","$15,455.00",91367,3
Tenant Application Received,4,30,Hispanic,Male,$850.00,"$6,200.00",90023,14
Tenant Application Received,1,30,Black,Male,$851.00,"$8,510.00",90008,10
Tenant Approved: Landlord Eligibility Under Review,5,30,Hispanic,Female,"$2,550.00","$7,650.00",90059,15
Tenant Application Received,4,30,Black,Male,"$2,650.00","$31,810.00",90034,5
Tenant Application Received,1,30,Asian,Male,$650.00,"$15,600.00",90033,14
Application on Hold,1,30,Other,Male,"$1,800.00","$10,800.00",90008,10
Manager Approval Required,8+,30,White,Male,"$3,500.00","$19,240.00",90034,5
Tenant Application Received,5,30,Hispanic,Female,"$2,500.00","$13,500.00",90007,1
Tenant Application Received,1,30,Other,Female,"$3,259.00","$65,180.00",90028,13
Tenant Approved: Tenant & Landlord Under Review,4,30,Hispanic,Female,"$1,985.00","$1,985.00",91402,6
Closed Ineligible,4,30,Other,Female,"$1,250.00","$31,250.00",93550, 
Tenant Approved: Landlord Final Notification to Respond,5,30,Hispanic,Female,"$3,300.00","$13,200.00",91601,2
Tenant Application Received,4,30,Other,Female,"$2,200.00","$17,600.00",90028,13
Tenant Application Received,2,30,White,Female,"$1,866.82","$7,022.70",90039,13
Application on Hold,4,30,Hispanic,Female,"$2,095.00","$12,570.00",90008,10
Tenant Pending Final Submission of Documents,1,30,Hispanic,Male,"$2,240.00","$10,610.00",90013,14
Application on Hold,1,30,Black,Male,"$2,800.00","$8,400.00",90015,14
Tenant Application Received,2,30,Black,Male,"$1,200.00","$19,200.00",90011,9
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Black,Female,"$1,500.00","$15,000.00",90008,10
Application on Hold,1,30,Black,Female,"$1,000.00","$6,000.00",91402,6
Closed Ineligible,1,30,Hispanic,Female,"$1,550.00","$20,766.04",90004,10
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,"$2,400.00","$9,850.00",90016,10
Tenant Application Received,1,30,White,Female,"$4,995.00","$104,895.00",90064,5
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Black,Female,"$1,322.00","$3,966.00",90015,1
Tenant Application Received,1,30,Black,Male,"$3,450.00","$51,522.00",90094,11
Tenant Application Received,2,30,White,Male,"$3,625.00","$81,905.00",90024,5
Tenant Pending Final Submission of Documents,2,30,Black,Female,$745.00,"$1,873.00",90016,10
Closed Ineligible,4,30,Black,Female,"$2,300.00","$2,400.00",90016,10
Tenant Application Received,1,30,Black,Male,"$1,495.00","$17,654.65",91607,2
Tenant Application Received,4,30,White,Female,"$1,586.00","$14,274.00",91402,6
Tenant Application Received,1,30,Asian,Male,"$3,000.00","$60,000.00",91326,12
Closed Ineligible,2,30,White,Female,"$1,304.80","$1,304.80",91306,3
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,"$1,890.00","$1,890.00",90026,13
Tenant Approved: Landlord Eligibility Under Review,1,30,Black,Female,"$1,495.00","$1,547.83",90036,5
Closed Ineligible,1,30,Black,Female,"$1,900.00","$14,400.00",,
Tenant Application Received,1,30,Hispanic,Male,"$1,695.00","$22,035.00",90028,13
Tenant Application Received,6,30,Hispanic,Female,"$1,431.00","$11,448.00",90007,9
Tenant Pending Final Submission of Documents,1,30,Black,Male,"$2,600.00","$5,371.00",90028,13
Tenant Application Received,1,30,Hispanic,Male,"$1,580.22","$18,962.64",90046,5
Tenant Pending Final Submission of Documents,1,30,Hispanic,Gender Non-Confirming,"$1,495.00","$1,590.00",90036,5
Tenant Application Received,5,30,Hispanic,Female,"$1,795.00","$28,720.00",91304,3
Tenant Application Received,4,30,Black,Male,"$2,450.00","$51,400.00",91311,12
Tenant Pending Final Submission of Documents,1,30,Black,Female,"$1,750.00","$7,000.00",91325,12
Tenant Application Received,4,30,Hispanic,Male,"$2,500.00","$42,500.00",90024,5
Tenant Application Received,1,30,Hispanic,Gender Non-Confirming,"$1,500.00","$10,500.00",91364,3
Tenant Application Received,2,30,Asian,Female,$977.98,"$17,603.64",90045,11
Closed Ineligible,3,30,White,Male,"$5,400.00","$33,200.00",91311, 
Tenant Application Received,1,30,Black,Female,"$1,495.00","$11,460.00",90005,10
Closed Ineligible,5,30,Other,Female,"$1,700.00","$51,000.00",90222, 
Tenant Application Received,1,30,Other,Male,$433.00,"$2,463.00",90017,1
Closed Ineligible,4,30,Hispanic,Female,"$2,330.00","$4,660.00",90201, 
Closed Ineligible,5,30,Black,Female,"$2,600.00","$106,600.00",90002, 
Tenant Pending Final Submission of Documents,1,30,Other,Female,$320.00,"$5,182.99",90044,8
Closed Ineligible,5,30,Hispanic,Female,"$1,365.00","$8,190.00",90221, 
Tenant Application Received,5,30,Black,Female,"$3,400.00","$99,200.00",90044,9
Tenant Approved: Closed Landlord Paid,1,30,White,Female,"$1,200.00","$1,225.27",91356,3
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Other,Male,"$1,673.00","$3,735.13",90014,14
Tenant Application Received,2,30,White,Female,"$2,325.00","$16,730.00",90038,13
Tenant Application Received,1,30,Black,Male,$450.00,"$8,100.00",90013,14
Tenant Pending Final Submission of Documents,6,30,Hispanic,Female,"$1,350.00","$8,100.00",91402,6
Tenant Application Received,2,30,Hispanic,Female,"$2,150.00","$47,300.00",90027,4
Tenant Pending Final Submission of Documents,4,30,White,Female,"$3,500.00","$21,000.00",91331,6
Landlord Application Submitted Pending Tenant,, ,Other,,$0.00,$0.00,,
Tenant Approved: Landlord Pending Final Submission of Documents,3,30,Hispanic,Female,"$1,400.00","$2,800.00",90057,1
Tenant Application Received,6,30,Hispanic,Female,"$1,378.95","$11,076.47",90019,10
Closed Ineligible,1,30,Hispanic,Female,$650.00,"$3,250.00",93550, 
Closed Ineligible,3,30,Hispanic,Female,"$1,495.00","$8,970.00",90280, 
Tenant Application Received,2,50,White,Female,"$2,785.00","$18,973.79",90014,14
Closed Ineligible,4,30,Hispanic,Female,"$1,095.00","$10,950.00",90023, 
Tenant Approved: Landlord Final Notification to Respond,2,30,White,Female,"$2,750.00","$5,500.00",91423,4
Tenant Pending Final Submission of Documents,5,30,Hispanic,Female,"$1,250.00","$3,181.00",91405,6
Tenant Pending Final Submission of Documents,1,30,White,Male,"$3,850.00","$23,100.00",91335,4
Application on Hold,2,30,White,Female,"$1,400.00","$26,750.00",90045,11
Application on Hold,1,30,Black,Male,"$1,938.00","$2,738.00",90015,14
Tenant Application Received,3,30,White,Female,"$2,000.00","$17,800.00",91606,2
Tenant Application Received,2,30,Black,Female,"$3,600.00","$36,000.00",90047,8
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,$800.00,"$2,400.00",90044,8
Tenant Pending Final Submission of Documents,5,30,Asian,Male,"$1,970.00","$9,850.00",90004,13
Landlord Application Submitted Pending Tenant,, ,Other,,$0.00,$0.00,,
Tenant Approved: Landlord Eligibility Under Review,1,30,Black,Female,"$2,285.00","$10,883.00",90018,10
Tenant Pending Final Submission of Documents,4,30,Hispanic,Male,$970.00,$500.00,90057,1
Closed Ineligible,1,30,Hispanic,Male,"$1,250.00","$1,250.00",90006,1
Tenant Application Received,3,30,Hispanic,Female,"$1,052.22","$6,575.24",90744,15
Closed Ineligible,4,50,Asian,Male,"$2,750.00","$16,500.00",90048, 
Tenant Application Received,3,30,Other,Female,"$1,825.00","$12,009.68",91607,2
Tenant Pending Final Submission of Documents,2,30,Black,Male,"$1,050.00","$1,050.00",90016,10
Tenant Application Received,1,30,Hispanic,Male,$515.00,"$8,755.00",90038,13
Application on Hold,4,30,Asian,Male,"$2,400.00","$9,600.00",90019,10
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,"$1,900.05","$5,195.00",91343,7
Tenant Pending Final Submission of Documents,5,30,Hispanic,Female,"$1,120.00","$2,240.00",90006,1
Application on Hold,5,30,Hispanic,Male,"$2,116.20","$8,464.80",90033,14
Tenant Application Received,1,30,Hispanic,Male,"$1,500.00","$25,500.00",90042,1
Tenant Pending Final Submission of Documents,1,30,Black,Male,$969.00,"$2,476.00",90043,8
Tenant Application Received,1,30,Other,Female,"$1,100.00","$37,400.00",91344,12
Closed Ineligible,1,30,White,Female,"$1,872.00","$13,104.00",90036, 
Application on Hold,3,30,Hispanic,Female,"$1,672.00","$10,032.00",90032,14
Application on Hold,1,30,Black,Female,"$3,150.00","$6,507.14",90036,5
Tenant Application Received,2,30,Hispanic,Male,"$1,515.00","$9,345.90",90013,14
Tenant Approved: Closed Landlord Paid,8+,30,Hispanic,Female,$934.00,"$4,670.00",90015,1
Closed Ineligible,1,50,Hispanic,Female,"$1,000.00","$1,000.00",91780, 
Tenant Application Received,1,30,Hispanic,Trans Female,"$1,600.00","$7,020.00",91405,2
Tenant Application Received,1,30,Other,Male,"$2,300.00","$18,400.00",90012,14
Tenant Application Received,2,30,Black,Male,"$1,200.00","$12,450.00",90047,8
Tenant Approved: Landlord Eligibility Under Review,1,30,White,Male,"$1,087.41","$1,087.00",90046,13
Application on Hold,2,30,Hispanic,Female,"$2,500.00","$14,022.00",90036,5
Application on Hold,1,30,Black,Female,"$1,308.00","$5,124.00",90066, 
Tenant Pending Final Submission of Documents,1,30,Black,Female,"$2,150.00","$6,823.31",90012,14
Closed Ineligible,1,30,Hispanic,Female,"$1,200.00","$15,600.00",90001, 
Tenant Pending Final Submission of Documents,3,30,Hispanic,Male,"$1,428.83","$4,367.27",90006,1
Tenant Approved: Landlord Pending Initial Submission of Documents,3,30,Black,Male,$965.00,"$4,820.00",90018,8
Landlord Application Submitted Pending Tenant,, ,Other,,$0.00,$0.00,,
Tenant Approved: Pending Payment to the Landlord,1,30,Hispanic,Male,$797.50,"$3,987.50",90024,5
Tenant Pending Final Submission of Documents,6,30,Other,Female,"$1,850.00","$5,700.00",90008,10
Application on Hold,2,30,Black,Female,"$1,516.80","$8,610.18",90008,10
Tenant Application Received,3,30,Asian,Female,"$2,076.00","$16,600.00",91311,12
Tenant Approved: Landlord Eligibility Under Review,2,30,Hispanic,Female,"$1,023.00","$2,046.00",91402,6
Closed Ineligible,4,30,Hispanic,Female,"$2,025.00","$14,900.00",90640, 
Application on Hold,1,30,Black,Male,"$2,100.00","$4,200.00",90013,14
Tenant Application Received,1,30,Black,Trans Female,"$2,000.00","$36,000.00",90037,9
Application on Hold,2,30,Black,Female,"$1,236.00","$2,322.00",90006,10
Tenant Application Received,3,30,Black,Female,$570.00,"$7,686.00",90002,15
Tenant Approved: Landlord Pending Final Submission of Documents,2,30,Other,Female,"$3,050.00","$8,600.00",90035,5
Tenant Approved: Landlord Eligibility Under Review,3,30,Hispanic,Female,"$1,600.00","$3,298.19",91304,3
Tenant Application Received,5,30,Hispanic,Female,"$1,801.00","$18,695.00",90032,14
Tenant Application Received,2,30,Hispanic,Female,"$1,587.44","$33,426.08",90034,10
Closed Ineligible,1,30,Hispanic,Male,"$1,650.00","$11,550.00",90023, 
Tenant Application Received,1,30,White,Female,"$2,950.00","$17,793.00",90035,5
Tenant Approved: Closed Landlord Paid,4,30,Hispanic,Female,"$1,606.00","$1,612.48",90020,10
Tenant Application Received,1,30,Other,Female,"$1,900.00","$17,100.00",90017, 
Tenant Application Received,2,30,Hispanic,Male,"$2,100.00","$21,900.00",91304,3
Tenant Approved: Closed Landlord Paid,1,30,Black,Male,"$1,101.61","$4,988.44",90020,10
Tenant Pending Final Submission of Documents,1,30,Black,Male,$746.00,$858.40,90028,13
Closed Ineligible,4,30,Other,Gender Non-Confirming,"$2,800.00","$16,800.00",90021,9
Closed Ineligible,3, ,Black,Female,"$1,694.00","$3,582.00",90066, 
Tenant Application Received,1,30,Hispanic,Male,"$1,500.00","$72,000.00",90026,13
